x_last_hour,x_start_hour,predicted_raw,predicted_refined,target,ci_lo,ci_hi,error_rate_refined_%,n_resid_in_window,qhat_used,abs_resid_mean,abs_resid_max
204.0,180.0,204.27879333496094,201.0,190.0,134.00001525878906,268.00640869140625,5.7894736842105265,15,57.32505187988281,21.93235626220703,70.27877807617188
86.0,38.00000762939453,86.26507568359375,82.98628234863281,98.0,15.986297607421875,149.99269104003906,15.320120052415497,15,57.32505187988281,22.065689086914062,70.27877807617188
188.0,152.0,188.26490783691406,188.99612426757812,158.0,117.98612976074219,251.99252319335938,19.617800169353245,15,57.32505187988281,22.62943115234375,70.27877807617188
201.0,172.0,201.2784423828125,202.00965881347656,257.0,171.01353454589844,265.0060577392578,21.39701991693519,15,40.73868713378906,19.961839803059895,63.72761535644531
209.0,166.0,209.2596435546875,215.49562072753906,183.0,178.99473571777344,272.9872589111328,17.757169796469434,15,52.52141723632812,22.65849914550781,63.72761535644531
42.00000762939453,71.0,42.27880096435547,43.01001739501953,40.00000762939453,12.013893127441406,106.00641632080078,7.525022978778272,15,52.52141723632812,22.623880004882814,63.72761535644531
197.0,225.0,197.26388549804688,194.98509216308594,183.0,166.9989776611328,260.9915008544922,6.549230690210894,15,52.52141723632812,21.194278971354166,63.72761535644531
151.0,273.0,151.27879333496094,145.0,173.0,121.01388549804688,215.00640869140625,16.184971098265898,15,52.52141723632812,21.36185099283854,63.72761535644531
148.0,194.0,148.61541748046875,142.3366241455078,146.0,118.35050964355469,212.34303283691406,2.509161544172731,15,52.52141723632812,22.76118367513021,63.72761535644531
72.0,58.0,72.25619506835938,69.64077758789062,70.0,41.99128723144531,135.9838104248047,0.5131748744419642,15,52.52141723632812,22.18496297200521,63.72761535644531
156.0,216.0,159.41848754882812,157.1396942138672,176.0,129.15357971191406,223.14610290527344,10.716082833030006,15,52.52141723632812,20.97562967936198,63.72761535644531
152.0,192.0,152.27879333496094,150.02259826660156,209.0,122.01388549804688,216.00640869140625,28.218852504018393,15,45.538897705078114,18.899650065104165,63.72761535644531
80.0,149.0,80.27879333496094,78.0,79.0,50.013885498046875,137.0,1.2658227848101267,15,45.538897705078114,18.43255615234375,56.72120666503906
83.0,140.0,83.27879333496094,81.02259826660156,77.0,53.013885498046875,140.0,5.224153592989042,15,45.538897705078114,18.099222819010418,56.72120666503906
114.0,118.0,114.25968170166016,111.98088836669922,110.0,83.9947738647461,170.98088836669922,1.800807606090199,15,45.538897705078114,18.10207722981771,56.72120666503906
54.0,82.0,54.27879333496094,52.0,54.0,24.013885498046875,111.0,3.7037037037037033,15,45.538897705078114,17.76768747965495,56.72120666503906
52.00000762939453,61.0,52.21875762939453,49.962562561035156,20.00000762939453,21.95384979248047,108.9399642944336,149.81271750918674,15,45.538897705078114,16.834354146321616,56.72120666503906
181.0,105.0,181.27879333496094,179.0,193.0,149.06004333496094,238.0,7.253886010362693,15,46.32043457031249,18.199942525227865,56.72120666503906
69.0,42.00000762939453,69.27879333496094,67.02259826660156,79.0,37.06004333496094,126.0,15.161268016960047,15,46.32043457031249,16.963695780436197,56.72120666503906
81.0,77.0,81.27879333496094,79.02259826660156,132.0,49.06004333496094,138.0,40.13439525257457,15,29.835107421874998,13.897005716959635,56.72120666503906
93.0,87.0,93.27879333496094,92.0,32.00000762939453,61.06004333496094,150.0,187.49993145467485,15,43.32022399902343,15.527776590983073,56.72120666503906
208.0,148.0,208.47430419921875,207.1955108642578,178.0,147.19551849365234,265.1955108642578,16.401972395650457,15,54.32120666503906,19.461109415690103,61.278785705566406
117.0,175.0,117.27879333496094,116.0,121.0,56.00000762939453,174.0,4.132231404958678,15,54.32120666503906,20.54180399576823,61.278785705566406
183.0,215.0,183.27879333496094,182.0,150.0,122.00000762939453,240.0,21.333333333333336,15,54.32120666503906,19.341803995768228,61.278785705566406
175.0,77.0,175.2486572265625,173.96986389160156,224.0,113.9698715209961,231.96986389160156,22.334882191249303,15,54.32120666503906,21.386029052734376,61.278785705566406
224.0,193.0,224.27879333496094,224.0,169.0,163.00000762939453,281.0,32.544378698224854,15,54.32120666503906,24.48570556640625,61.278785705566406
189.0,259.0,190.09776306152344,188.8189697265625,218.0,128.81897735595703,246.8189697265625,13.385793703411696,15,56.14424133300781,27.065524291992187,61.278785705566406
162.0,84.0,162.26983642578125,160.9910430908203,224.0,100.99105072021484,212.9910430908203,28.128998620169504,15,53.45575866699219,25.144259643554687,61.278785705566406
177.0,88.0,177.27879333496094,177.0,132.0,116.00000762939453,239.0089569091797,34.090909090909086,15,58.878788757324216,29.17435099283854,61.73016357421875
117.0,163.0,117.27879333496094,117.0,114.0,56.00000762939453,179.0089569091797,2.631578947368421,15,58.878788757324216,31.774350992838542,61.73016357421875
