hour,hour_invocation,hour_of_day,day_of_week
1124,88.28715365239296,20,4
1125,78.27455919395466,21,4
1126,72.80856423173803,22,4
1127,59.18765743073048,23,4
1128,40.30856423173804,0,5
1129,27.81486146095718,1,5
1130,23.6272040302267,2,5
1131,12.336272040302267,3,5
1132,6.007556675062972,4,5
1133,5.478589420654912,5,5
1134,9.974811083123425,6,5
1135,22.487405541561714,7,5
1136,66.36649874055415,8,5
1137,114.48992443324937,9,5
1138,126.47813144034806,10,5
1139,126.23940920540417,11,5
1140,114.09916478854566,12,5
1141,106.16498740554157,13,5
1142,88.63350125944585,14,5
1143,95.40931989924434,15,5
1144,88.39355511161297,16,5
1145,81.10606333213386,17,5
1146,81.01011825983008,18,5
1147,89.80275797293258,19,5
1148,99.96221662468514,20,5
1149,94.18765743073048,21,5
1150,91.14609571788414,22,5
1151,71.37279596977329,23,5
1152,52.63853904282116,0,6
1153,7.808564231738035,1,6
1154,4.124685138539043,2,6
1155,2.4559193954659952,3,6
1156,2.3110831234256923,4,6
1157,2.5188916876574305,5,6
1158,3.513853904282116,6,6
1159,13.658690176322418,7,6
1160,37.984886649874056,8,6
1161,76.74433249370277,9,6
1162,88.11712846347608,10,6
1163,90.97468300388506,11,6
1164,84.08690176322418,12,6
1165,75.16372795969774,13,6
1166,75.42191435768262,14,6
1167,85.70311821419264,15,6
1168,92.9345088161209,16,6
1169,85.22670025188917,17,6
1170,82.41898988174017,18,6
1171,81.0705289672544,19,6
1172,96.93324937027708,20,6
1173,98.53274559193954,21,6
1174,93.42569269521411,22,6
1175,73.31234256926952,23,6
1176,58.3375314861461,0,0
1177,46.45465994962217,1,0
1178,22.66372795969773,2,0
1179,10.711586901763223,3,0
1180,7.695214105793451,4,0
1181,5.3085642317380355,5,0
1182,7.178841309823678,6,0
1183,14.565491183879093,7,0
1184,33.11083123425693,8,0
1185,59.67254408060453,9,0
1186,76.45465994962215,10,0
1187,86.39585023267729,11,0
1188,89.13727959697734,12,0
1189,82.39294710327457,13,0
1190,83.97984886649874,14,0
1191,87.61335012594459,15,0
1192,92.51259445843829,16,0
1193,93.56596890471641,17,0
1194,85.16372795969774,18,0
1195,80.61712846347608,19,0
1196,89.40491183879092,20,0
1197,89.03652392947103,21,0
1198,83.22418136020151,22,0
1199,73.74685138539043,23,0
1200,52.77078085642317,0,1
1201,33.92947103274559,1,1
1202,20.566750629722925,2,1
1203,12.103274559193954,3,1
1204,6.81360201511335,4,1
