HashFunction,TotalSum
c375e9ea9a6b9df821d093831be34a3cd5045370bd453cf7bc9cc7aac150936f,89
93ea0f821a155c73e741f4971da7899e6487df17a25db4b4a1b9c14b22a1c4b5,89
93f798fedcce10c9be9984e26492d4fe3212e298d5af1a27a0f8aec18b0511c4,89
2115b822693e4dbd4431e8980357f91809f47d06499e795b54fe031a1647dc23,89
65b10c1c34c08c3702ddcc547e4dc614459fcd1f7306e5ae165919b3714130cb,89
f4f7b93d6efbb8d2718f407babc96cac1fc35d3340877bc1cb6c26e9946b0e34,89
e43d5f781c9bff456ed10cd5c07e84602877f06371d435212d22aa3b7c282e6e,89
67d6a56fef697d5bf15e39d9845928f04d711add5d7068fb98b0bdc8022bf291,89
2e16675af4860b13a3a59e1aef053fdcd0d90b2e0fc3dd93799b6881376d0bd8,89
24a50cebe3d20056b327e38a4cdde22c05a620fd9d5a98ec8cf5e85426b1d5ae,89
7bb0bf0cddd450a1e42aab7618eeb73fe261ecf450393e94f822be05d83e3dcd,89
f05298eb4039d0fc397a86c356b4baea300a765bf7bbc5dee054082aa587e344,89
f0e550568c43b31f3efcc28fb71bc7f02c1b40aaaca00aeacb9ace02b1890f58,89
9c9af3f32c862cb033e0fa95ba6c284430268be41e1f95144856322b7b7b8876,88
cb9ac474cb5e2c46a5c421cdbe17118629ebcc56115ce63d62f1f9696f9034dd,88
4f233a6aa82ae2da05db126fd42d11024a5719d23815c1f4dde339ec777b47c2,88
fa2530f499b499ec335358dcc370e4ec20fbaf230f3ed2d21fc5b0d480021873,88
c546fba4d61d77e69beb13930c6e9aeaf55916d7d05e4e68c6ad976afbeae93b,88
55e538ef0cef05cff24ab56320642801f9356ad682e9e3f248854606b00f8149,88
eedea5c52fbe44352ef1652b95ff2b919c30ef5834a6381a0f5b10d3a858237e,88
59ead8730bfb9f7dfbfe5db8ab779b7efd802ab19d74fdd00bdc23ea9359c065,88
62a6b625b26aa17e542ab32c765801ffeb51c410e99f9a329767d09c6b00d850,88
2e358b3f5d40cbd3819d3497c9f0d16331f49b32c9580492a1df71118d69559a,88
984facd775e4c3fab982cf8afc94a8183627cf3b060b7655f01e16d36030fb4d,88
56b1c00fcd116caa24fa45c2d0696d856e2f172118cbe2c80e84076e43f7d0d5,88
bcce0bd02d6dc49def6524a47847115c2dff5789f18471bb71bb276e2c0cc9d2,88
2d80001a166ec24c5445db3e5ebc1abc1e058fe6dffcc41fa3a2e01b08301e3c,88
1d74c381fd42788cd227bdb8061dfda073ffe637275078ab6cf503494f63695d,88
54389b1e0ab740a3229aa904ee1f7d2db4aea9c66b5e6bfb7c2764ff3bb06394,88
77694aa4b46d816cc2b37ea1ed7e35d2ec6d0d3d72a46383914ab293116a63c5,88
2a420843d07d1aee6bcf4cedffd48c8ef9faee57554bccaea0fa916d7e0beb77,88
060bc3237794429be90e8df5c02c4781f13c90f12c973fc911113c17639477f4,88
ef71025d6a5d88ebb464a7cba0a7e3165c1be58cbf402fd0bd58ccc6936052c4,88
2c81a6d5e15a1efe758e33e2beef778670c8c0bfd54adf53f157a4fd70b6cacd,88
0d5d9e0b49f7d45a9ed01aa7973f55f6f27cb44e67588d9e9443a33f5927491e,88
f494366e1ddd329fcb135bbd56a85bc3b48ae0a1d5234b630aaac929af697161,88
1e450ca0dd27ff750e61d0a383d62347209fd05395d1e46794858b8885ba4fc0,88
c8ff8444483269b284ac1a0be4f8d60acbb02f2f4385c96d7910ed1ee0d89688,88
357acab56dafba3f31457764df77c83b5faa3edaccc4cf082a64412cf9dd6317,88
15f2fea4ad9727262b023aa1f2bd4697eead95579dbcb6d8b3a8d9d7fbd2b652,88
56ae0602d4d6809bb709bfeba67ddefd381dec4705d573766a7fef2ba1addfc3,88
c1f020c24d127f7f8260d3cb9ec565ce53b5c09701214eb9c98afa071e836089,88
0c2cb8c563682473b6bb8d8e80c94580ced24c2732be6555fa0609183a83d99b,88
2aab9c1ff07880bfe866d86c819008c1e1989dea707b6ec9087ad4695b8d359e,88
0bed5384d13779771d48b897e5d0216d3d3acff92e7915283e8e8c424757cb8a,88
d261e97fa8f3e4f889e6a11823d07ccc0ba70fb521c20879baa5c89fd3005925,88
07dbcc5a849c23bd0a40024cca3bf78c2e036ba446c2647e804221d9b7161eb8,88
800d43630df42bcab8d8edede4134a27214559800d5844c350fd528cd1997f9e,88
a72d686f52b836a9d643cafe48226414630e602224efac553749f8b00a4ba6ce,88
56af24d724f7dc606984bcf63d07698d35d5d9c87b82fffe9343f8d36001d429,88
082c3f12b5d10b2b91a79c04d218bbbfaa6509dc7bf3335c75a6463221b0db9c,88
b86b0525479acf993fd829299080e8eeb05934bdfd431dc2cb07e48f63244708,88
e4ff1825db5c1d641dae853c71d2e8d2fccd760395a7c5ee58faafd387a92c0d,87
ac2b396dc7d1cb8ba940a80250239ca363ad0490e1a4902ef4a05b9270c12ae1,87
06709262b8998fffb823f52b90ef8e4a0ca5d9383d5bb1e5077a41b446902bd3,87
41872242c6bba90de469ea45db715a3f79890735c2c9bfa54ca4eca6dcbc7d9c,87
9f3e777b49ceb064bb41eb3eacbfcd4a70ffa05a9664072d5e779f340966fa31,87
ca0ff2ece04b7b9bbe0274254b6785c9db4280f04b55cbc9a75b92cb5998f6ef,87
676f671bbeeda0dd1bacbcb06fcc71ee211c78b2efd9af8a693195cf96dadb9d,87
381caf743653287a2b22428816edad4244321d883addeffb84b20cabcc54e454,87
49fc5f6230495edc772cf73268883c180545fbace850da448d2c43b8f681d1f1,87
db829e77c8cd16bbf6a16dc5274e1ac65ba512917bb60c6f9b8a32c2c52553c1,87
64b8137fbcce812bab54280a1b8440dd2a266a5f17ac3c0e7b9a288f77d7e799,87
579d1fcf4c7a29123a808496537720642bbfe8a9e44555a60efda20ad0caeaed,87
62be6df4b0a50a9ab8003979ad65d610b8c6973f81562174783e0ed31043340f,87
e082cf6b64cbf679c2c1cf907f7e56d0a6cde4c96eabb277248aa2756b2d3a60,87
b7d35ce5651e79021f71424590fb505d6219e97894b19393abea5f1633b7a346,87
8d1ad308652d44d4fcd4b82e6a2d9ce8e8cd3fd88bd63f635572986c4b71a068,87
5390da029c4c8f154dfd19bfbc26cea129d46eeac9e74f41036b844faa87d4a5,87
40ecdd4e611f25ca8ec29e64cf74e8e095938ca4aee5e877d8ffca298c5478d8,87
707cab8bcbcbd5a961f8618654292a8a89e63a2c70bdf913529ec2cf886025a6,87
9f49e68cc4ff6652120b1b974d1444f8bd2b76ddb711d1de320a6f0a05433d8b,87
1361cc01ba2716459d90feb5ad067ed6937fb11c8ac1ab33fbd33166b2703bad,87
378c859939e7864a7df498224789a2e97accad7450d3dff94aa65ad888142bce,87
457775fbf1a12b0e192e2f8f4f9f51ac0af359ae1c9e7cb007fa09cad8f1f2bf,87
38e44bed7e80ea538e271f595dd2ea2509cf13d8ab81ea09a4f0c525d2888c72,87
24994f6db37a15a28fc7d77c9db1399fc5f74c3b710faa7292240f726dbbc909,87
89de6023c92df68f0be9ea08807a575c1d5f8ee1c9a821a37d0982ba3410d259,87
f80a9649bf801ca34b24b9cfba6cd080dea402e4504796b896e4758dcb4cda13,87
194adc968873f776c1deae26d1fca5568f6ddecb8e2b0c812e268b641e4934c3,87
a04a325d22c3234b119f80ee43c4a49ad29e07942e5a2725bd1d168899f15e73,87
75c05597e2df6cfe217223d07e0a7cb078c0abcb613ab2ae3b1de83785d67c94,87
401bdc3bb92e96392cffae005b8026e6fb267f45571cc8cf33d05d7c4725aebc,87
d346c053a49fe97c55f7c2eff84bffc5876f593ffb84df77ced81ed737560da0,87
e17d4cd242a3040727175ec5fbf7bb79cf7a4473bf60600691e7b83f2a1d1bfb,87
3d9c4bc938778a844ff4630be4c9e1d647ad1fc12df930d0b93393e1d63f6175,87
368d5a1b9e51fb7b0736e548bc4ee3933b91fd1e16afd6b08c947f0d819e9665,87
b73cfdb364647c0bdaf6ac005659c2c1c4c4c3b7892304b32aa11305ba0eb3d7,87
214459594bcf5d170e392f41e9f0148e9a2a3d93cf22eb1f7a7c3462ebcb8293,87
8d9b9df5eb3239a7d339ffd26ad67d7afa13f69bfc032d47abdefd4b35644776,87
8da7d4d5fd1aa03957990036c027436bf78b26d275a9bec6a84746b121ca8453,87
f5990de7de9ace820f19cd17de27bb250c97dcf9b5baa9c31b3d3fdafd89bc08,87
ac92cee437e4ed5c3f9ba1ba3ec2c60faa29f06731ac4137650e04e9d50c69ed,87
90e7278a6a7e91261c8806ba0bab2084fda6afdee1d7fba0a08ac02228d2a786,87
0e312dcb4df8319e7b27b0b9fabf89af471abd8fc598efae900b93fdecd7d38c,87
56f26f29b18ee97e57cdd6b39f84998c691a59ab658c33a4b11c6f11db35ea77,87
a2e3c756005640a11a39eb07b33c38e0ef85a850c6250045ecd70f016fe72893,87
af7f558d77c4dabc233f42c4b5dcbf7ffe3637e2649b0de3025ac9559f9a9db7,87
7fbf55d36283717ef1ff1d29608574299f5f3f64164f2ab449769d868eb8521e,87
00cf0f43c5a3f2643a469cf236e2f8741fa91d7dc4fade637827e2e419c444fd,87
4ddad7929efb4a433c8c81d10b9b9d1d67135ec44b29bd7bdd8e14551b463727,87
207b0ff68a247ebd9615ef65c610078073e760ebf9a1ea2d7ea1986294183834,86
b6e9a3b2a3156a565ed89805e9b143e632e5f12bc7d81778892d0843c520e666,86
55c60ec9c23bf0e437116cf1914393daad0690e8599e68c0832e7f0762370009,86
2678039570b9a05e356a32bbc0ed1a198185e36ab1edeaf036c15db6bec5817b,86
9993f0c082d56d5d320e21965a39e893e4aa4b7e03e8143d86c46e8b5c7a6567,86
55b55e6bfb1b6d2e93d550b815a5993b244eb65a48f93c5945d000d03d6dceba,86
f4c14bd1b1da6404a55fabd2e2f8eb88e82e6275e56e1129147bc3fe4fd6e162,86
527ab7d9a218664685fe219829ddfe3f7ba3ed292763f09fb497d919da67337a,86
3d2a6f010f268c900362ff26873533ded7dc8b4066fc3f0a93b5e611ade006af,86
e2e3e5fbad3f643291597e2e4953c8f8528af39db1728b2071b2526935f17751,86
9d56f426d8e20445a60680c9259b8777b3f09561d453a44b290093c3f3f8fb77,86
8478b07f5ed19725decc7aad0cc805361bea3ba7d80ce76d7a43bbd5919f37a9,86
31ad163675efdc8041161e390b59e365df91d77856206fbe251b948fe1cfa9d4,86
4798f1f93ee5f076196c61a68d818fe6320e9b4ee49b4ae9648a85591ab856e8,86
1f540d69ab1d455cce9ebd1cd97ede3a4a4748f6c1a2f04c9c5550f5bae5fab5,86
bc8c69ec42e4a035376a30663ca8a1defd5b59cdd6d559a574cd364d230744fd,86
833631ab75c65630fe815b97cedd0e6b0e56368881b2e966ee510142992a069e,86
498b8a80e1dadd7760eb3dd5d0f81f965f7e24468d49d06788f52ecc2d837514,86
e1ccb08d1a6e674c1edf98e9e75b9fc153c4f2f73e23e694177337605f1d6d53,86
ecfbdda63b66791b93abcd8ab578a5279a17b424dbc84e37f33e1457b6fe15ae,86
6f1238acc70e86888ad75bff2f3fc5038dba6b50112c47c5cf0ddb2dae894091,86
e1c0bbc6b762db479b442bef096c78bb79d63c8484faa0e10f33e99b8f891c2d,86
57f80ea5282a080b589723390e75465e039310d3ce884174ee241732649f2ae2,86
57f32963f1b9e573716aed0b19b6b0d74769801df0708586c3854c037727c6ed,86
672e208e05550bd4f4ab00007a323e559b749144132c9504fbc411f6556792dc,86
f9a388b3f050360c0aca31b1c5b7dd3b16fafdbd334736104fc1f579ef329300,86
fe847cb4b4a131e59cc26cba010b5c99d3c0a258d02a05c58a88528dde2e1d4b,86
de7edee74245356b8f46ccea69d6469ddaa9231af631e0f846643d934274239a,86
109fbac672d07a7e1248cced345301a88c3b0a80cd1c0b9ec8fa5a54692e1d4a,86
16e4a9a633b03fd60bd0a85db3e9fb29d1fbcff02074a7b0eab4c30c3d7823db,86
66185d343ecbccc80e1ec5e08eba277119f1c64897b29a1bfee8ac1b90f342e4,86
fd3d2e509aef2ac19f8919935eec5b266aae5c2d9c193e85292a78096a44dc02,86
a9af0e76039fa7e7de7cb26bce3a1053f376b0c06920eaa925744f5de169fc91,86
092476b373b2671cb13356805eb1a49fe77928f1ae0868491601e1ce86cb6758,86
49bf67752220e727120f9ccb76de55612429d27a59c2eef8b0b05a98d4cede62,86
10946c4dbee1a7fa754a6b3457f45c141babb9d9636d70a32dbb851519fcb6ed,86
54d5cf98ab316dc9c2f60b26f53eed03b75c9193dc9a0baa6a365bd2f74b95e1,86
ac3745bd5412e880326ee9567e1337d4217928e1398a114535459c5c2a0c4dca,86
16215d1ed737f1105feefbbe2e96c3bdfbe8ba02a83732bbada16bfecbe3121d,86
34bf0fa165050ad3708252b648cd5331c8296d1025f33af1b72d1f34ba7dca44,86
40ca643b2ffac6dc3baa29aab7b17fe3092014379586453b79ba8335fa8dc84d,86
336f2df1986d939cfac9a0e5edfbe63d8c6f4855d8d44d730fbba3bf17b3a74d,86
f644a47c7a9ba14426debf65bd4906223687fa8bbd649829c05b6f134641fa8c,86
c7e686ec4f6aa0357c99de5b5d446822572ecb66ad4ea404bce21c3442b3468d,86
64bb641e3dc0f4bb9051149150746f704744b4f8aa42df04a52625aa7b234404,86
161db5e879d16e7884acdf50ed371d92cec4b3b4c4f5173b120fa4505975cf54,86
500cd5c22e9da3649b92a17c51e0ab62bcfcb5031bcba4173dc31341d3455264,86
7b8feb468196c5a87dc227c145705e2ce0c8e9e95888a01d295bb18f7c032716,86
d9e3079a38ae7911bebffeb8b1a4910673066e5b443cd0054cf1c0908bb2a598,86
482eee2584265e115183ab9fa700d0ee68647c1fe4feeb001de1cf5885908e12,86
a96b10a1e685b4e75878182ce2d879399bbeabbbe1039a85c34c9b5a979e93eb,86
884b06b63be8674a7681a59a99b1a854d27cde5d014510105d47aab93767b9ba,86
79000de8336d883bc2abd6b3b70cd0cea6f6c650cb6b6638a1ec12a1838915b6,86
9161773915be28262531ef51b4e8393df6bb47b083b561745234098f699ef1ce,86
0a1bee6409018df0a989fb626ee21e3f3eff3c1a21c5298712235dd711e6b8e8,86
db55389f10ee916310e198fb2100e13213cd3ca9c25e6dd19d178f069a533452,86
bef8074922c50719c13cc05861ca4d16c07ad7cdc0cf4a4a0ec1a3f8d7899e5c,86
1dcc3b9474b4cc0b499a008e2cc2f56381ab83031bb2a230bd3d29267de3af36,86
4f7810180d92a91d9beeb08f5e3003230a6e9f926194ef1f0ea3f989e5d21028,85
9921ebb90c544a3075ba779f40f15920e59a45b02e817a3eae1d4a38fd08f561,85
441e85b2119c2d5d36a17892137c6feb5435fc108e4b16f732bcd140c8c6d92f,85
7e8acde38cd8a8432a38984c2cc9c92823a812b7192f25ab5a3900eed61a7532,85
1cf4d7af7f2c15656e5097f94215cd438018feb4100b93c25d89366e1e2ae317,85
3d02873d6b8e7afa8dbfa9d4760a0051999113dbf8ca0c1b5bcc45f28ca98928,85
bee481b5d1dc6000398cc1ee576923c743b7cd3972d6e1a9239e2026b6362179,85
c8d14ea68d0d24ed8cc98f7e53a8da0beb72689108f74d0319b47823954db831,85
3c74a192f5e370451899f89e22bedc39ddbbd56937a8ae58e74f3d0a6691c5f6,85
c5ef475bd46affeb45c4f9656d8fce6e5485fb8bbfb52ccbca9955211978e648,85
8f246b47aff42f99adc6845f8fef8d05a18fbe9b63e6b1fc0983c04110f55386,85
c659fc7640c7e251af60ed47395f1965188195c3462532bf4de13344c947119c,85
9005081d0016bf1dbdabc4e2ca935c56489866c7ea29a4fe9ced3a93874f3109,85
ebc7d3d79f8a17262038c316f8f426dea3ef06406e9dfd498c07f0588bb10b0a,85
6f98030166f4099ce5803fc65e4dd8fa7979ebcd570094736024a323d9100046,85
29d9f1210434fe31c97295080d514c38d3d13e0a97fd485c2fc99b9d04407513,85
63da6b82adb6282d1b9ad45535b6c28130544913aa21c97c03384d9bd35c8e00,85
a07ba2b3808cba624c6fa79724df4e27e379400eb1495a69efc10cbc34477885,85
87f0863edb42b48dfe212f38ca823c4a1225b88fe6941c62e534696ae8b64c2b,85
87818caeb8d21848cce9293427de78f5e16c2928d4bb8f46d25b7aae891093a6,85
e1c95fa429b78c612d18d4190f89ffe3811d9bf7be557c107a6774930b0421f9,85
f138fb37c157e57a537087935c1a1ebcfe6c03da8a106dae6f98a5d30e065dd7,85
b569c147317ce447968932b89ff724686888a4a2dd5b431a8f2cd21908deb33f,85
9d2c8edeabb93cbf7b00876a5c3bec52f6a7b01c89c858050e6a2572441a096a,85
4ac7e6d178aa37831a526cc96c5687583a3e1dc3689359677ff1a14d726416ae,85
cac76cf4c17be058a72d60f39adb3f8f42d1a522bf69a289879fc8734d92e1c7,85
fecfb2e7222788ae9ddb697d346895b6a60b2cff2edae96265807be092126d18,85
84efcf8b7a8a2e103b4a3b390655be8004d42c336501bdea1c50609bc158e8a1,85
e1bad88b75ed3640b6c6f947cfca025089ac359038a593e3f099a543a1cf27de,85
1906e03e5f59ff8caa8883cf74f3515d6d15a800f3d4e7c95db4c12d1c060f0b,85
b2d75d754962ee2541fa1dea3e72fb3d0aa2f44131368906a2b859de6faad65d,85
d6312275cb673e6923184f836e282fa38716ec23f69eb9d9dcb7a6e4f45b0a48,85
69bfc29912eda71ff4d1a1cfcf99fb7395a13a4760465f1229207a63a84b5bd5,85
26cbe179fe58560a4c3562bf23caa1c7df76ed951825dade3ca876cb7d6cbe7d,85
e9e525b305b1203c81e423882b27cf766f12f9ad5e003d860b9abfcd78de6e36,85
17272a0078fca38f30952a381215af3d2cc545677b3d47bcf6ca08643d3f32b8,85
8b4b710d6fb84344e7ba9ad6421bc084de0eeff9a7d02047aac0a8ab772de99a,85
7847f94c869804eab47f7f98348e5f99f963899f8cccff81c60e182b2b74c382,85
8546c9e87693e37a4a7ea062d4cc12becd6e6f9e6411f58cbc9556e30ceb7434,85
e827476f7ed8f8f918fb6028144007314ad3e69ee809e9b938d15649e3ff0d0b,85
4cbb03b4d754cbcdac99d7527fd3e59f51b673e9bbb34e1d5cbf8f529ece7d77,85
5bad4d47e44a20777ded3e512d552a2b0dc7c7cf581e2545a2462dec8ef15833,85
2bda7da7bd137606cd6889b4364969ae9e7ff6cf5a80a109eb11614db833de43,85
4d37de84c80fc019cc4accf6467dd3a820291f3c78398f0164c89aff4069e53a,85
bf4a3ee6a5325893b9846c1c0b968c0b37f509345fdad4168d423d6c11265a8d,85
4bea66bbe1a8df12d8c56600e3625d5c0aea1eb0c30ddd95537ca174afe82f27,85
873318f797cca2adee332cfef19d7e3785df24437789dbf50c3303ea30534835,85
afd08d882a03909f37b0f6f688d5612de58501b87accce52de3ad0dad808af60,85
4590426c78c3091ebb2fe05c62653eb0c5d6aef5f5adb98b62e80496b269d074,85
9fed23c9944ee71371c8564de963e8d497e0fdcab42285a0718233e4ef19ad5d,85
31072b73e03f1fb6775906442de5dc4ea634f53cce464b6b66f952e8f93f870d,85
aba9743e3fe1135026b2518ec05d93808c43c5908293d12e638974027a991924,85
34e64c49c751803f9542fba96bbd991f3f2d187eb6ac6ddf44ee429cd1d4f47e,85
60b98e0b96e98aca9d9e11ad8df35b813a07e95a1e80bbec8088e86a46901639,85
493147c5d8237f8ca8bf642033c0e07241f036cd17628a6663a01486632181e8,85
0c32a1b0c841362a52148fa3c178cb491817dae64fc52607483b66153dfed1d6,85
9624241d99051fe3f0c92507b964e9c7dbf8e5d581318578c17bd60874cbc2e6,85
b19dbc01def9efa087e6d29e5314cd0dad3867f6fb4b7036358f94c7f742d5d2,85
c05650b5d0f930e1add7857202809bc5a7c32c3fa32317169d0374fb85a3de9f,85
0691cf2b03ca11b9cf0685a65dca4dd82a46477076981289a25f463101607766,85
6bff0998c3c3d8d99497dced65f7639e7ac23cff91485e38fbc7fa63d566646d,85
12e7c2b5e46a758066b7e9c6fe7891397d9760bdda5ab0ffaa127a69b47c1a4a,85
dd45fa31282f05475cf8b70412ebdcc09cd26db16b0bcf8bb9b881422e1f358f,85
12ddf8c418fc859e89db9891967442b2e2f29102386cc02fd7b661972a2dd09c,85
e6e3659d7bc702aadc66d593f4a6753fc975df21d59f870c7cfd670d2aa92e56,85
a4ad6f2cb4778e5e4102f876ad2134df1200379d8bdd50e6597a150bc17d9bde,85
8fea69cb5ce7c38dbca239546c1897d8f7eb51f41fbe6c7986ebf38b75cabc7b,85
e46737e240ace94e55001a81e1cf1a820bf609e1e04a22ae658c95dc4e5605f2,85
baa8f9e13b3b3f5d2f1a2a81dd595aed2768b8f53f4881b21977bdfffe65f194,85
ffad9f1e634e5bbb21b94a1bb189eadf704accbdea6e5aaaee467628f8718b21,84
265ace18473add8976b8b7ebfb7a4a31d5950f5b7f47c87288b914de81d109ac,84
ed836e7e2090c839d1363d214b8e5bfc04f6f34cf1ad69cfe6f88830ff3fe598,84
fb9002be6fd02e59e0e8bd4e35caf011ffd3c4c50d2e1e7d9c3fad1ae402b59b,84
44b3b7f0558685b0d63f95422063b211c0ca0b869c8f16439fad001c7f9e94a1,84
44bbcdfe942fed4dc54036c7304fb8f5bba5e55cbe4367fa225e5bf66f02770d,84
381b21a5cc587086845b64e043c4b0598d5889cddb7acbf184ff790136428ef2,84
74f440975d03f2015ed6b87ad976a275528d62b2ebab71465f99a81779ba0db7,84
f130f6a7907f21a54d1f1ee5584f4fcb59b64e81351fdb6e4ee8e36337cfbb55,84
ba770c40a2deb2c91ff1c2d4de823c63eda88d215feb1a1543a4b6ecfd93b5e6,84
2dd6a62af6a2b4806d6dc0e8873e800458b3bbd9c29b9a2e69bb7a5392fab89e,84
6799af4b907075c6f5de0ef7d3fd385fc25ab4da2aaa4ca2603c2f5368c63ab8,84
5fe6a9307988aa389d127a2e46db068f9dfa97a9053813769b129246ecbd4580,84
720fbaa5293efe9f9b3da806a48a165005edbc0e1216d3cae5fc14c9052ff32b,84
540660063991b99008e7bc3844a02aece303b9ee7dafddc680247847d6adbd2e,84
3d71fd6c2702d1fb497f678ce09ece552f53124249fb2256106e1155b79c4d75,84
cce449277c87fc71bb4d6c2a601eabbd89987206ce06db1b840af212a9c024c2,84
ccac7919034c08e33f6fcabab05b85ff6a717938df3191e51ee8282470ccc099,84
0ed9606174896e34b52e5ddca846ec0f7cf473311d2202ae60125a1b7d131cb4,84
e4a275ac66bae7905dbecf18c6a92e27b70199350235e0179a55ce6e0bc2764b,84
996deec3f1f8d5986c5da90d2e2b4cba83258c9c09bc026bc0d08bafab880ea5,84
382d194fb9debe0f3c0433c90f4b4ff30274eb3ef7092381124021dede6f8f54,84
bb39a8bc21e49f0d667f4077af358b9bf475405b1c05bb8f4037b220981a10e3,84
a3077c47bce2390722cc5268590be9f7d42a09b69245feedbe9f88c3a8044292,84
266e2197d4dc7aa1b68a95e64ed2868ff308d2a2197c3834a937acabfea49e95,84
fbca4c1e1b079c9ede1efb7a9f4e800b0d681d1ce48a8fb9657afb023013868d,84
a93c7b90fe3e4e1bc3132d86680580dfea63dc3f28bdd92a9cd5c1ed10c808fa,84
b62b0af77a61727bc53fc251d69b606ded1cb4cdb3bba1fb70cbb5b6c25b1e69,84
2ca7670e1c8af9d326f7fa8a049f41b02057f3c31bc53a43492784e178693cee,84
de6f5511a38bf57139057af7e780b11eff6a81ce8fd0c128033d47926143694d,84
4dc9bba7c73746379bfd508f575524462fa74fa6615d1e740482a296c7a12daa,84
66f71a937c8159bb5d5510ccd726a4bd52763732b283f6dc940e10965f098f42,84
4c06be056cf922085906f8b1298de001dec74f48072bfd18cf17bd7a094c397a,84
be74d39e5badb28d20e4a11f979dc28c02898c6155763641cc9977251c5e358c,84
dd55dee5d70a143ec7241d8874ee00e6ad8dc65567a9f91d93bfebd2b8a78ae8,84
42837ec98e02690cec94d32176bcdd0a09dba1b17e627eee2c7581464164dd1f,84
dcf9e6e5076e3fae742e693df2ec2b1962efe2c6c87427947fb2bb968f38aa7a,84
f6ac09ca6c0c304ff308e108c6b52379f1b02b0960bdadb32b75a885daa76e4e,84
317aa511f5e45ab9fff8cbfa5555e72c71758b7679152a332942b038a30fca08,84
1d993209e83a98036fda30d137d52475f34c6180a647aa4b0d57d0b84149a55c,84
40ed6460bb30fcccf278558ea7f36d2146afb0f9c80160692d62e1d4229543ab,84
89bf5cbf2cc8ba28a8cdd30b37082bc21b4a3b3eecbeb1d76721a20609af885f,84
30f904981e5aa04584ec31443f687565f00123dacd4e6367994525f9389809f9,84
a74dd8a940973a6b531a9e26c67a1597fc312dd21f9fba11968d9a82ff9d4d1e,84
0c80c460af0b3b5a0186594985502f45437183c4e15b5bf531d43978d4e23132,84
d7aaa9c0e1c18b15f250b09f19e898d422b0b03b1fa3e7900cb39029ebe0d136,84
6230b397970a78fd03e2b40e3bd7fce5161df0e96c26f681ba0511567f8520f4,84
a77e825edf5d0805210d146e4f184f8731bb61f31bc16711ee03ddd69181802e,84
b8a75005ca1b6fcf772886a87f2d4674c58014a099275092900478dd22f47769,84
66964f30ec07a5a0423fe70d5dcfd54716c91196fed676bd620eed682a9be648,84
7b80a44b94f7e290750b7f5833e6967eeebca45f40e4494303c1a157220c67d2,84
f1ca2846ce8c5de528993352067a06755363f7a521e8757ad1fb4d15b9be1393,84
8ac84cad703dd956626204fabd704944be22a526a299eae467b3f5460118306f,84
b168613cc96d38fb60c203b00466a02dccab09c71b69a0641c4ea3a608d4a3c7,84
40f62e8517342dcc1a155667cb3daf7158122b0a3865a9fe988940bd8d9cd681,84
dee166ef96f834ca67a13e23b292c2f481a4748bf201632c22f4fc6f91461da8,84
51a18042773290bbd913b107568851dc5f366aeeb8db01cfb4d6259334f42549,84
a9ddad4974511eeea1b56834fdc90da4b65f994969cf8db3abd59f11e5fe8ddb,84
f66b5a8738497edb260f71ad1379decc1629cd760b6cb3c8633dab74d93f6fdc,84
af87b45dd5949f85798e0caac85fa68589ad7e6036054d422c323acf5f5c0347,84
051c4a43cdd7a97fddda583bd9f8e5142c8aefe96feaaacd4b2faaf67a155107,84
39d4c815bfea31ccebf10e56826ff2428d4d53c702ca008e7a2c0a28144fffa8,84
a2c8d86c903c351f66018a962fdf60aba964d8f5fb53a68fcc2133b896b6219f,84
f7ec128a757c9f4d96e42bc0fdd1da7f772273860b9952d64b77fa8df1836b56,84
fdabfa9961940c7ed4553c6cbadc30bf804670a25b80d61d4c2ab0310a32d03a,84
66b3d640b6a0465e5c1c0f088d9cc274f9b79d232ed28467c59e6c78bd67cbe3,84
bf9d6646f1fbd48561b46746e7623bb17fb3043f3f97382c2bccf42c38fad5b4,84
88bdc1dd0b088bf740a93fc187e4adcfb0a3266cea61b9b2f64a2e4d11d912fd,84
61bd59f4538d5b4a45b36b9a9441040519dee3a2eb4097d4dcb1bb5059fa124d,84
150bbc6a3d223ad8286e644dee9b2405216acb14e8caec2f997b9a9a37055fdb,84
b1118d155b5a416a795d74add57e11045269d1c630b85737cdfd771760e2ac14,84
7cc64da88b3f20e35c475047d7c6b710864270c7ef16a488c57671ce7c4bfdb5,84
d84290ea15df62e148b74abb464baa06c9c03ffc402c5a91ae607df7ef5ff5b9,84
e88ad3d1df779bb777e8c5b163a5c56cf7963f55bb2d28929de0f5d7368c1e26,84
e880409dece5b1447cfb250aa033a71e348e1c7305c0e7eca58feaca037a653a,84
913cde166a84cb3e1a952dfd69efe931c395ac04b81bd0124de724b5f60510e6,84
c85255573d81427e9aa7c3cf0a1940156dcd7a9e49e20838756e3e14ae958e62,84
c7f73e7818805a212371848270ee1db3266be1127aa5440897050c15953584fa,84
72a6f714b74170d3f8e5dd74d321a8805e607587c254693bf598144247526c53,84
9604d32ba3b1d9ce78bab7db115b38ab8dfde44eef7a98f15014479dd4f9e612,84
ef21d22d66c3acd8c5d4496b519c74a5cbb01e16fb2412834af9189aafb41541,84
d5a10b10a0d195f81c5511405b14ea1526a30a3cd344ec104db700a46ab57867,84
dfea61f24c2e14af5298c65aa4e7eb3170826a6b8e6daea6198748e3c68a9c6f,84
