mc_mean,mc_median,std,p05,p50,p95,true_hourly_carbon,mc_mean_minus_truth
302371636.0928446,310074104.97540045,23412392.043820895,250890499.69730613,310074104.97540045,328181088.3316248,320408394.9569614,-18036758.864116788
297556242.22959036,299597343.38869125,17579762.66347358,263197486.98987553,299597343.38869125,325285237.81854594,317462104.5923192,-19905862.362728834
296690775.8318625,300795245.8415035,19694202.06352319,261035633.85755336,300795245.8415035,324039334.2960298,306131237.8279334,-9440461.996070862
290803028.90927017,294364594.34537697,20650248.572053608,250454831.47464404,294364594.34537697,321572499.77753913,294050090.68831575,-3247061.779045582
284693994.79849374,286227126.5125921,25967613.302353036,248086427.35650983,286227126.5125921,321505536.47825825,289075726.03535634,-4381731.2368626
290666694.5623706,294927818.79366624,14333105.698267259,254238358.43522584,294927818.79366624,307817656.31314766,292820658.9125505,-2153964.3501799107
291998780.60786164,291901775.9814839,16201707.251891017,254366646.5204125,291901775.9814839,313810965.3917594,290995476.44869643,1003304.1591652036
273413792.4530579,274599808.926219,15612627.126835907,239900591.22900602,274599808.926219,297565142.7810018,267200719.27929473,6213073.173763156
242157105.3533639,246514883.47108167,21715504.579845794,195654171.6021516,246514883.47108167,273728297.55467826,239956683.2141904,2200422.1391735077
218757709.23111454,221708229.46407622,20951048.86986496,176431974.6038368,221708229.46407622,248760072.42666516,197178634.37047192,21579074.860642612
188061528.28183144,186627191.0158101,10419103.954936536,174131674.59936,186627191.0158101,210600259.24100056,160808288.99053124,27253239.291300207
144659686.27961397,146806341.1135301,19601213.52813407,118433793.22426267,146806341.1135301,185927682.60139585,135525659.50154617,9134026.778067797
118800013.9571869,126058655.0197041,17620923.897314623,99299440.0341483,126058655.0197041,142740001.69146225,122480969.17360705,-3680955.2164201587
112542964.72346829,111589535.63011071,9840044.852159424,100007900.7951362,111589535.63011071,132156732.52439415,113718319.53132914,-1175354.8078608513
113865726.62706745,109422030.01484701,12882790.371963304,100329668.57456794,109422030.01484701,142325750.72695985,111852288.92171678,2013437.7053506672
117121219.12880588,111712692.22121897,15992062.847571814,100558464.71438634,111712692.22121897,149874719.2893243,110959594.11630432,6161625.012501553
135031617.18867147,131799754.32362977,20671379.81553092,101215928.68551417,131799754.32362977,164682680.73520467,125843404.98127519,9188212.207396284
193794047.26785553,199464628.4331244,23140625.12828764,141669385.559119,199464628.4331244,219371560.37009588,197943125.77646902,-4149078.508613497
252392421.1325557,253150454.68328187,9926695.95222991,227043442.49248886,253150454.68328187,264644485.41075543,292842354.354623,-40449933.22206733
265631939.6481239,265598478.7595135,10846079.137019398,245446868.61658263,265598478.7595135,285279172.9967203,325796714.6685339,-60164775.02041003
279396137.22667545,275580536.21937734,20772490.79614493,258388777.39452085,275580536.21937734,345211594.79291236,285507421.28968626,-6111284.063010812
274001325.53282225,274530030.8508314,15327763.250432068,243188204.17711532,274530030.8508314,293268037.12071633,310967457.2691676,-36966131.73634535
282750865.70827186,274716073.07327497,28833332.353769243,247794247.42919508,274716073.07327497,341965059.3797269,284466320.77821434,-1715455.0699424744
284379555.78416365,277462664.92847234,32310276.279141624,230456500.90494433,277462664.92847234,341468227.39737034,299554493.3750878,-15174937.590924144
275848859.728446,276207323.3945074,32167054.320164148,225616135.8583916,276207323.3945074,319681647.2809888,283031834.4404344,-7182974.7119883895
270145203.71474224,261836243.9066199,29229511.19598969,227107304.3538319,261836243.9066199,332196886.29418176,316142017.7109645,-45996813.99622226
264122853.0442375,250739964.21569303,38203514.27955028,229405951.4783746,250739964.21569303,347271395.1701883,298698194.8084829,-34575341.76424539
287277667.36821806,277438694.1521971,30614815.210252494,253319168.92610568,277438694.1521971,343539197.6228425,284128897.5767165,3148769.7915015817
291046012.63630587,270438347.0101504,40796591.12634867,241724747.68859735,270438347.0101504,362605933.70924973,309054947.90437347,-18008935.2680676
312694058.767723,306086639.52817965,38533464.515312046,254887047.09022075,306086639.52817965,375431165.3295057,305202765.29274076,7491293.474982262
318377840.2566849,302358422.73212266,37949674.95707016,256475332.8720659,302358422.73212266,375532674.8208526,294633050.8020023,23744789.45468259
287086825.6734911,271774396.74890137,43076786.05339958,230651753.07177633,271774396.74890137,356486704.7091149,279471871.70627713,7614953.967213988
248597905.2127428,236275020.2501961,47598939.47477945,153523659.22786242,236275020.2501961,330066998.6630165,238599800.08388284,9998105.128859967
228656704.44803247,233167908.0910329,55857665.61398388,114925454.45159751,233167908.0910329,309982097.7214101,205895684.71773732,22761019.73029515
182541862.33264777,173277712.69319233,27756406.021749996,133843423.06428275,173277712.69319233,232930899.82462844,159265095.09795782,23276767.23468995
161871160.4544208,133233574.59254159,53514788.45979539,109821110.25885336,133233574.59254159,256281464.61794776,136233671.91550776,25637488.53891304
149183430.3741717,126685523.73663098,47562138.74639762,99446979.8953981,126685523.73663098,236023131.71772498,124189160.19133297,24994270.182838738
127548183.82349572,102298740.39018863,38817687.38876179,98895505.37817714,102298740.39018863,214555847.19476047,115221096.95755897,12327086.865936741
148855828.67936814,115810258.94708607,51174735.156167895,99713817.02175902,115810258.94708607,228417997.90783173,111454445.52273394,37401383.1566342
160396632.1465071,139781562.3220027,51171593.719023675,101878541.32865739,139781562.3220027,249346551.08047032,113859791.58153945,46536840.56496766
185707488.06793505,183459703.34744382,30160063.198062707,138089954.6346854,183459703.34744382,228822946.4638616,137946449.54153085,47761038.5264042
282047400.10875773,290652635.42079574,43632229.8789475,220105711.54243943,290652635.42079574,342561155.56162596,221212026.83164722,60835373.27711052
282684397.7716919,269746362.91534364,37839827.91025018,232023872.80276158,269746362.91534364,349000121.4854979,325715056.8373416,-43030659.06564969
281224191.98383594,293344137.6602174,39427764.74963715,204686576.59312516,293344137.6602174,343746585.09657,342532625.13013417,-61308433.14629823
269690950.48410606,260484491.73342454,38919758.32234094,192232334.66840827,260484491.73342454,356278266.2599016,333759427.2720213,-64068476.78791523
276365153.94513655,265366054.63829345,41073159.30819974,208283369.6707241,265366054.63829345,345367471.9777926,324411215.0650373,-48046061.11990076
278422653.49404395,253772218.76633906,45115322.56278222,211128928.9021056,253772218.76633906,341050826.2701351,319469258.47374195,-41046604.979698
264054751.40673476,259620487.8672802,43506594.87981546,206431480.88043088,259620487.8672802,342845137.3746992,317217008.15835303,-53162256.751618266
277236431.6284437,264410097.63364583,34418050.66756524,229430532.36766207,264410097.63364583,330854511.3349075,333190316.0820354,-55953884.453591704
277303811.4485666,279126112.25360084,43372581.16810034,204348711.37637794,279126112.25360084,341015188.99245846,316101467.28509176,-38797655.83652514
270656697.87586707,256556220.88249546,38773598.17872825,224539417.91244218,256556220.88249546,339508647.87371427,305223553.3903338,-34566855.5144667
276501781.43128616,268342500.00515723,44098575.45874878,220951468.58481,268342500.00515723,347509805.82255507,292468342.4697685,-15966561.038482368
296560360.25178516,285536061.6237896,38570984.7817109,238161991.73297212,285536061.6237896,369380844.38589865,301761902.8548517,-5201542.603066564
327504243.35964286,335985462.18075633,24885550.021315854,287513081.0955115,335985462.18075633,360135755.13413304,324229806.25174487,3274437.107897997
320276180.11804056,331774462.6504144,35616546.12859447,262440989.7597318,331774462.6504144,374222267.0045677,309576635.5936192,10699544.524421334
286591930.2349652,278994951.3964564,36872373.00559355,228634063.48892167,278994951.3964564,363836678.16858566,294436649.5586062,-7844719.323641002
282545993.09696156,294847247.29910624,41380436.94380337,197722400.0336138,294847247.29910624,331163858.4090706,275987931.9427982,6558061.154163361
