hour,hour_invocation,hour_of_day,day_of_week
22722,134.0,18,1
22723,173.0,19,1
22724,123.0,20,1
22725,126.0,21,1
22726,167.0,22,1
22727,148.0,23,1
22728,138.0,0,2
22729,170.0,1,2
22730,178.0,2,2
22731,149.0,3,2
22732,106.0,4,2
22733,152.0,5,2
22734,135.0,6,2
22735,143.0,7,2
22736,152.0,8,2
22737,138.0,9,2
22738,144.0,10,2
22739,168.0,11,2
22740,191.0,12,2
22741,150.0,13,2
22742,141.0,14,2
22743,145.0,15,2
22744,177.0,16,2
22745,170.0,17,2
22746,175.0,18,2
22747,197.0,19,2
22748,170.0,20,2
22749,186.0,21,2
22750,175.0,22,2
22751,187.0,23,2
22752,198.0,0,3
22753,204.0,1,3
22754,257.0,2,3
22755,178.0,3,3
22756,181.0,4,3
22757,170.0,5,3
22758,190.0,6,3
22759,194.0,7,3
22760,207.0,8,3
22761,185.0,9,3
22762,194.0,10,3
22763,215.0,11,3
22764,171.0,12,3
22765,160.0,13,3
22766,171.0,14,3
22767,195.0,15,3
22768,205.0,16,3
22769,174.0,17,3
22770,186.0,18,3
22771,212.0,19,3
22772,147.0,20,3
22773,151.0,21,3
22774,112.0,22,3
22775,164.0,23,3
22776,168.0,0,4
22777,181.0,1,4
22778,178.0,2,4
22779,188.0,3,4
22780,152.0,4,4
22781,140.0,5,4
22782,151.0,6,4
22783,152.0,7,4
22784,171.0,8,4
22785,135.0,9,4
22786,189.0,10,4
22787,173.0,11,4
22788,159.0,12,4
22789,185.0,13,4
22790,197.0,14,4
22791,156.0,15,4
22792,213.0,16,4
22793,225.0,17,4
22794,197.0,18,4
22795,178.0,19,4
22796,168.0,20,4
22797,153.0,21,4
22798,169.0,22,4
22799,161.0,23,4
22800,181.0,0,5
22801,202.0,1,5
22802,192.0,2,5
22803,188.0,3,5
22804,168.0,4,5
22805,172.0,5,5
22806,216.0,6,5
22807,236.0,7,5
22808,186.0,8,5
22809,209.0,9,5
22810,205.0,10,5
22811,212.0,11,5
22812,230.0,12,5
22813,215.0,13,5
22814,210.0,14,5
22815,206.0,15,5
22816,208.0,16,5
22817,180.0,17,5
22818,196.0,18,5
22819,196.0,19,5
22820,171.0,20,5
22821,177.0,21,5
22822,177.0,22,5
22823,160.0,23,5
22824,152.0,0,6
22825,162.0,1,6
22826,144.0,2,6
22827,190.0,3,6
22828,188.0,4,6
22829,224.0,5,6
22830,181.0,6,6
22831,134.0,7,6
22832,184.0,8,6
22833,161.0,9,6
22834,172.0,10,6
22835,185.0,11,6
22836,149.0,12,6
22837,181.0,13,6
22838,196.0,14,6
22839,188.0,15,6
22840,158.0,16,6
22841,233.0,17,6
22842,194.0,18,6
22843,170.0,19,6
22844,175.0,20,6
22845,176.0,21,6
22846,170.0,22,6
22847,187.0,23,6
22848,148.0,0,0
22849,195.0,1,0
22850,204.0,2,0
22851,181.0,3,0
22852,194.0,4,0
22853,159.0,5,0
22854,201.0,6,0
22855,161.0,7,0
22856,162.0,8,0
22857,201.0,9,0
22858,176.0,10,0
22859,177.0,11,0
22860,159.0,12,0
22861,211.0,13,0
22862,201.0,14,0
22863,224.0,15,0
22864,201.0,16,0
22865,257.0,17,0
22866,220.0,18,0
22867,174.0,19,0
22868,163.0,20,0
22869,175.0,21,0
22870,153.0,22,0
22871,169.0,23,0
22872,181.0,0,1
22873,200.0,1,1
22874,186.0,2,1
22875,204.0,3,1
22876,250.0,4,1
22877,203.0,5,1
22878,192.0,6,1
22879,202.0,7,1
22880,147.0,8,1
22881,188.0,9,1
22882,182.0,10,1
22883,156.0,11,1
22884,136.0,12,1
22885,160.0,13,1
22886,159.0,14,1
22887,175.0,15,1
22888,182.0,16,1
22889,196.0,17,1
22890,172.0,18,1
22891,210.0,19,1
22892,240.0,20,1
22893,201.0,21,1
22894,180.0,22,1
22895,192.0,23,1
22896,154.0,0,2
22897,153.0,1,2
22898,159.0,2,2
22899,194.0,3,2
22900,131.0,4,2
22901,145.0,5,2
22902,138.0,6,2
22903,171.0,7,2
22904,235.0,8,2
22905,210.0,9,2
22906,188.0,10,2
22907,170.0,11,2
22908,181.0,12,2
22909,175.0,13,2
22910,154.0,14,2
22911,152.0,15,2
22912,177.0,16,2
22913,169.0,17,2
22914,162.0,18,2
22915,143.0,19,2
22916,171.0,20,2
22917,225.0,21,2
22918,181.0,22,2
22919,164.0,23,2
22920,224.0,0,3
22921,215.0,1,3
22922,200.0,2,3
22923,159.0,3,3
22924,203.0,4,3
22925,206.0,5,3
22926,172.0,6,3
22927,185.0,7,3
22928,237.0,8,3
22929,218.0,9,3
22930,273.0,10,3
22931,214.0,11,3
22932,224.0,12,3
22933,189.0,13,3
22934,208.0,14,3
22935,216.0,15,3
22936,229.0,16,3
22937,193.0,17,3
22938,222.0,18,3
22939,203.0,19,3
22940,169.0,20,3
22941,173.0,21,3
22942,247.0,22,3
22943,233.0,23,3
22944,201.0,0,4
22945,184.0,1,4
22946,191.0,2,4
22947,170.0,3,4
22948,156.0,4,4
22949,185.0,5,4
22950,197.0,6,4
22951,234.0,7,4
22952,153.0,8,4
22953,206.0,9,4
22954,174.0,10,4
22955,202.0,11,4
22956,197.0,12,4
22957,156.0,13,4
22958,158.0,14,4
22959,170.0,15,4
22960,154.0,16,4
22961,166.0,17,4
22962,130.0,18,4
22963,142.0,19,4
22964,158.0,20,4
22965,182.0,21,4
22966,130.0,22,4
22967,125.0,23,4
22968,142.0,0,5
22969,132.0,1,5
22970,92.0,2,5
22971,121.0,3,5
22972,156.0,4,5
22973,141.0,5,5
22974,154.0,6,5
22975,155.0,7,5
22976,154.0,8,5
22977,151.0,9,5
22978,159.0,10,5
22979,170.0,11,5
22980,145.0,12,5
22981,149.0,13,5
22982,183.0,14,5
22983,201.0,15,5
22984,200.0,16,5
22985,173.0,17,5
22986,178.0,18,5
22987,165.0,19,5
22988,148.0,20,5
22989,151.0,21,5
22990,173.0,22,5
22991,162.0,23,5
22992,147.0,0,6
22993,180.0,1,6
22994,185.0,2,6
22995,191.0,3,6
22996,189.0,4,6
22997,167.0,5,6
22998,144.0,6,6
22999,109.0,7,6
23000,117.0,8,6
23001,100.0,9,6
23002,144.0,10,6
23003,90.0,11,6
23004,145.0,12,6
23005,102.0,13,6
23006,112.0,14,6
23007,151.0,15,6
23008,136.0,16,6
23009,163.0,17,6
23010,132.0,18,6
23011,113.0,19,6
23012,127.0,20,6
23013,140.0,21,6
23014,84.0,22,6
23015,131.0,23,6
23016,119.0,0,0
23017,146.0,1,0
23018,106.0,2,0
23019,110.0,3,0
23020,133.0,4,0
23021,107.0,5,0
23022,112.0,6,0
23023,107.0,7,0
23024,132.0,8,0
23025,142.0,9,0
23026,135.0,10,0
23027,110.0,11,0
23028,102.0,12,0
23029,134.0,13,0
23030,128.0,14,0
23031,141.0,15,0
23032,102.0,16,0
23033,138.0,17,0
23034,86.0,18,0
23035,129.0,19,0
23036,114.0,20,0
23037,106.0,21,0
23038,114.0,22,0
23039,125.0,23,0
