x_last_hour,x_start_hour,predicted,target,error_rates
200.0,172.0,200.2788,195.0,2.7070735
117.0,175.0,117.245255,121.0,3.1030955
142.0,235.0,142.2788,158.0,9.95013
149.0,226.0,149.2769,141.0,5.8701425
78.0,90.0,78.27879,62.0,26.256117
125.0,77.0,125.27879,139.0,9.871372
191.0,229.0,191.2788,189.0,1.2057108
196.0,188.0,196.25117,188.0,4.3889227
176.0,161.0,176.2788,177.0,0.4074614
96.0,225.0,96.27247,114.0,15.550466
83.0,41.0,83.27806,78.0,6.7667446
202.0,154.0,202.27878,197.0,2.6795828
117.0,103.0,117.27879,121.0,3.0753775
159.0,273.0,159.26363,139.0,14.578149
79.0,74.0,79.24081,103.0,23.067179
153.0,220.0,153.2788,245.0,37.43723
202.0,251.0,202.27878,213.99998,5.4771996
27.0,69.0,27.278801,16.0,70.49251
129.0,18.000008,129.2788,162.0,20.198275
110.0,113.0,112.61108,84.0,34.060806
216.0,212.0,216.25203,188.0,15.027675
143.0,242.0,143.2788,192.0,25.37563
186.0,203.0,186.2788,185.0,0.69123966
105.0,46.000008,105.27879,84.0,25.331896
213.0,79.0,213.26794,204.0,4.54311
113.0,212.0,113.453606,173.0,34.419884
131.0,233.0,131.2788,145.0,9.462901
82.0,15.000008,82.27879,92.0,10.566529
156.0,187.0,156.2788,233.0,32.92756
135.0,202.0,135.27313,170.0,20.42757
121.0,127.0,122.513504,169.0,27.506802
158.0,82.0,158.2788,146.0,8.410132
189.0,148.0,189.2788,173.0,9.409707
180.0,180.0,180.2788,227.0,20.58203
186.0,216.0,186.2788,148.0,25.86405
215.0,237.0,215.2788,260.0,17.200464
167.0,168.0,166.04129,142.0,16.930487
140.0,181.0,140.2782,117.0,19.895897
61.0,105.0,61.27761,44.0,39.2673
127.0,164.0,127.80034,171.0,25.26296
110.0,121.0,110.27879,118.0,6.5433955
160.0,144.0,160.2788,159.0,0.8042726
113.0,186.0,113.27879,100.0,13.278792
134.0,174.0,134.27243,158.0,15.017448
180.0,219.0,181.37167,113.0,60.50591
184.0,114.0,186.07016,143.0,30.118994
189.0,259.0,190.20326,218.0,12.750797
243.0,160.0,243.27878,257.0,5.338997
120.0,128.0,120.27879,159.0,24.35296
200.0,210.0,200.21748,186.0,7.6438084
174.0,186.0,174.2788,163.0,6.9195056
159.0,178.0,159.2661,143.0,11.374894
186.0,186.0,186.2788,209.0,10.871391
43.0,140.0,43.278793,52.0,16.771551
103.0,96.0,103.27879,101.0,2.256231
182.0,188.0,182.2788,130.0,40.214455
213.0,169.0,213.27878,203.0,5.0634375
26.0,82.0,26.278793,38.000008,30.845293
197.0,132.0,197.24335,197.0,0.123526484
204.0,103.0,204.34682,167.0,22.363363
16.0,26.0,16.278801,20.000008,18.606026
38.000008,52.000008,38.2788,62.0,38.26
140.0,164.0,140.2788,181.0,22.497904
176.0,142.0,176.31396,153.0,15.237885
136.0,190.0,136.26643,138.0,1.2562075
63.0,153.0,63.278797,83.0,23.760487
273.0,169.0,273.27878,214.0,27.700365
178.0,265.0,178.2788,134.0,33.043877
139.0,178.0,139.27762,150.0,7.148255
188.0,200.0,188.2525,152.0,23.85033
160.0,139.0,160.25484,178.0,9.9691925
160.0,160.0,160.2788,171.0,6.2697115
191.0,147.0,191.25563,171.0,11.845398
175.0,77.0,175.2788,224.0,21.750538
144.0,191.0,144.2788,168.0,14.119765
13.000008,45.000008,13.278801,21.000008,36.76764
96.0,37.0,96.27879,100.0,3.7212067
20.000008,34.0,20.278801,10.000008,102.78785
112.0,76.0,112.275246,111.0,1.14887
177.0,215.0,177.2788,160.0,10.799246
