hostname,timestamp,rps,sample_index,elapsed_s,dt_s,rapl_package_0_0_w,rapl_package_1_1_w,power_total_w,input_size
intel-manager,19/12/2025 04:39,50,42,43.073088,1.002059,132.6915993,168.3503246,301.0419238,563135
intel-manager,19/12/2025 04:39,50,43,44.07515,1.002062,128.2822614,171.0876831,299.3699445,563135
intel-manager,19/12/2025 04:39,50,44,45.076581,1.00143,134.0282959,162.3433157,296.3716117,563135
intel-manager,19/12/2025 04:40,50,45,46.078642,1.002061,128.7893639,162.3884738,291.1778376,563135
intel-manager,19/12/2025 04:40,50,46,47.080273,1.001631,127.5135882,155.8331037,283.3466919,563135
intel-manager,19/12/2025 04:40,50,47,48.081706,1.001433,145.0914711,168.3163113,313.4077823,563135
intel-manager,19/12/2025 04:40,50,48,49.083654,1.001948,137.4714603,179.3892046,316.860665,563135
intel-manager,19/12/2025 04:40,50,49,50.085079,1.001424,141.4726357,155.9218056,297.3944414,563135
intel-manager,19/12/2025 04:40,50,50,51.087066,1.001987,124.3237598,149.6665162,273.990276,563135
intel-manager,19/12/2025 04:40,50,51,52.088498,1.001432,126.7579849,159.2879799,286.0459648,563135
intel-manager,19/12/2025 04:40,50,52,53.090185,1.001687,121.2495997,153.4097542,274.6593539,563135
intel-manager,19/12/2025 04:40,50,53,54.091629,1.001444,117.4304865,159.9811841,277.4116706,563135
intel-manager,19/12/2025 04:40,50,54,55.09359,1.001962,127.180481,161.2860958,288.4665768,563135
intel-manager,19/12/2025 04:40,50,55,56.095624,1.002034,127.5058965,153.7301996,281.2360962,563135
intel-manager,19/12/2025 04:40,50,56,57.097032,1.001408,120.5932783,170.2152465,290.8085248,563135
intel-manager,19/12/2025 04:40,50,57,58.098463,1.001431,133.0575145,162.8857795,295.943294,563135
intel-manager,19/12/2025 04:40,50,58,59.100455,1.001992,127.2029217,164.8020707,292.0049924,563135
intel-manager,19/12/2025 04:40,50,59,60.101988,1.001533,133.3965359,163.2086061,296.605142,563135
,,,,,,,,,
intel-worker1,19/12/2025 04:39,50,0,1.004841,1.004841,126.0696287,142.8863714,268.9560001,563135
intel-worker1,19/12/2025 04:39,50,1,2.006416,1.001575,118.4603061,136.7642598,255.2245659,563135
intel-worker1,19/12/2025 04:39,50,2,3.007655,1.001239,144.4402267,147.0097289,291.4499556,563135
intel-worker1,19/12/2025 04:39,50,3,4.009193,1.001539,131.1060301,147.9532324,279.0592626,563135
intel-worker1,19/12/2025 04:39,50,4,5.011085,1.001891,116.5851638,138.536265,255.1214288,563135
intel-worker1,19/12/2025 04:39,50,5,6.013194,1.002109,130.9063149,154.8049475,285.7112624,563135
intel-worker1,19/12/2025 04:39,50,6,7.01473,1.001536,144.4771307,156.8209938,301.2981245,563135
intel-worker1,19/12/2025 04:39,50,7,8.016258,1.001529,131.6943316,153.9474873,285.6418189,563135
intel-worker1,19/12/2025 04:39,50,8,9.018081,1.001822,141.5658562,145.9510414,287.5168976,563135
intel-worker1,19/12/2025 04:39,50,9,10.019813,1.001732,137.2260073,166.5675046,303.7935119,563135
intel-worker1,19/12/2025 04:39,50,10,11.021528,1.001715,140.2389301,167.4378076,307.6767377,563135
intel-worker1,19/12/2025 04:39,50,11,12.023094,1.001566,132.3095621,159.2766644,291.5862264,563135
intel-worker1,19/12/2025 04:39,50,12,13.024854,1.00176,143.5221182,157.2000969,300.7222151,563135
intel-worker1,19/12/2025 04:39,50,13,14.026606,1.001752,134.9044889,154.4695279,289.3740167,563135
intel-worker1,19/12/2025 04:39,50,14,15.027651,1.001045,153.8276279,155.7267613,309.5543892,563135
intel-worker1,19/12/2025 04:39,50,15,16.029399,1.001747,126.9486238,143.2437173,270.1923411,563135
intel-worker1,19/12/2025 04:39,50,16,17.031179,1.001781,131.4588372,150.3416712,281.8005084,563135
intel-worker1,19/12/2025 04:39,50,17,18.032717,1.001538,134.2294879,144.3150288,278.5445167,563135
intel-worker1,19/12/2025 04:39,50,18,19.034771,1.002054,138.9726143,151.5513549,290.5239692,563135
intel-worker1,19/12/2025 04:39,50,19,20.036967,1.002196,144.0765992,147.1662411,291.2428403,563135
intel-worker1,19/12/2025 04:39,50,20,21.038733,1.001766,133.3458705,137.3375303,270.6834007,563135
intel-worker1,19/12/2025 04:39,50,21,22.039661,1.000928,139.5987151,130.6905591,270.2892742,563135
intel-worker1,19/12/2025 04:39,50,22,23.041804,1.002143,133.0508441,149.6632663,282.7141104,563135
intel-worker1,19/12/2025 04:39,50,23,24.043314,1.00151,129.7366999,143.9676785,273.7043784,563135
intel-worker1,19/12/2025 04:39,50,24,25.044845,1.001531,142.6550794,148.870033,291.5251124,563135
intel-worker1,19/12/2025 04:39,50,25,26.046975,1.00213,130.6950047,153.1762423,283.871247,563135
intel-worker1,19/12/2025 04:39,50,26,27.049106,1.002131,125.8496872,147.2688983,273.1185854,563135
intel-worker1,19/12/2025 04:39,50,27,28.05063,1.001524,130.0098786,155.908996,285.9188746,563135
intel-worker1,19/12/2025 04:39,50,28,29.052143,1.001513,121.5773349,163.6445192,285.2218541,563135
intel-worker1,19/12/2025 04:39,50,29,30.053651,1.001508,130.8753331,164.8536618,295.7289949,563135
intel-worker1,19/12/2025 04:39,50,30,31.05544,1.00179,150.4661234,145.3683861,295.8345095,563135
intel-worker1,19/12/2025 04:39,50,31,32.056972,1.001532,138.5533326,154.7863602,293.3396927,563135
intel-worker1,19/12/2025 04:39,50,32,33.058493,1.001521,137.928031,156.8859709,294.8140019,563135
intel-worker1,19/12/2025 04:39,50,33,34.060583,1.00209,138.5190094,148.2718528,286.7908622,563135
intel-worker1,19/12/2025 04:39,50,34,35.062103,1.00152,133.2220691,159.2451993,292.4672683,563135
intel-worker1,19/12/2025 04:39,50,35,36.063644,1.001541,142.8428744,156.9518901,299.7947645,563135
intel-worker1,19/12/2025 04:39,50,36,37.065303,1.001659,127.9315787,154.2876838,282.2192625,563135
intel-worker1,19/12/2025 04:39,50,37,38.066847,1.001544,132.6437059,156.5015282,289.1452341,563135
intel-worker1,19/12/2025 04:39,50,38,39.068965,1.002118,150.2100784,147.5928879,297.8029664,563135
intel-worker1,19/12/2025 04:39,50,39,40.070533,1.001568,138.5400942,156.624786,295.1648802,563135
intel-worker1,19/12/2025 04:39,50,40,41.072047,1.001514,135.773499,143.5283423,279.3018413,563135
intel-worker1,19/12/2025 04:39,50,41,42.073564,1.001517,127.7001695,160.1340375,287.834207,563135
intel-worker1,19/12/2025 04:39,50,42,43.075071,1.001507,130.2998505,156.0799699,286.3798203,563135
intel-worker1,19/12/2025 04:39,50,43,44.075677,1.000607,142.7846119,152.8263472,295.6109591,563135
intel-worker1,19/12/2025 04:40,50,44,45.077895,1.002217,126.832586,154.1088276,280.9414136,563135
intel-worker1,19/12/2025 04:40,50,45,46.08002,1.002125,134.4349853,159.1677037,293.602689,563135
intel-worker1,19/12/2025 04:40,50,46,47.081664,1.001644,143.5293974,166.0491988,309.5785961,563135
intel-worker1,19/12/2025 04:40,50,47,48.08383,1.002166,121.8327502,157.5017275,279.3344778,563135
intel-worker1,19/12/2025 04:40,50,48,49.085607,1.001777,129.9951143,155.5109883,285.5061026,563135
intel-worker1,19/12/2025 04:40,50,49,50.0871,1.001493,134.8958814,159.2261271,294.1220084,563135
intel-worker1,19/12/2025 04:40,50,50,51.087668,1.000568,146.2050114,162.7019437,308.9069551,563135
intel-worker1,19/12/2025 04:40,50,51,52.089254,1.001586,132.2178857,163.6298406,295.8477262,563135
intel-worker1,19/12/2025 04:40,50,52,53.090782,1.001527,138.0374162,160.1096061,298.1470222,563135
intel-worker1,19/12/2025 04:40,50,53,54.092908,1.002126,127.5537535,164.0971839,291.6509374,563135
intel-worker1,19/12/2025 04:40,50,54,55.094412,1.001504,141.8475775,169.3881668,311.2357443,563135
intel-worker1,19/12/2025 04:40,50,55,56.095648,1.001236,124.1583906,146.5688115,270.727202,563135
intel-worker1,19/12/2025 04:40,50,56,57.09719,1.001542,135.3968766,158.574271,293.9711476,563135
intel-worker1,19/12/2025 04:40,50,57,58.098965,1.001775,133.5157442,168.3193486,301.8350928,563135
intel-worker1,19/12/2025 04:40,50,58,59.100882,1.001916,133.516917,148.7310685,282.2479856,563135
intel-worker1,19/12/2025 04:40,50,59,60.10302,1.002138,125.282924,154.9699759,280.2528999,563135
